"","sumIntensity_1","sumIntensity_2","sumIntensity_3","sumIntensity_4","sumIntensity_5","sumIntensity_6","sumIntensity_7","sumIntensity_8","sumIntensity_9","sumIntensity_10","sumIntensity_11","sumIntensity_12"
"sp|A0AVT1|UBA6_HUMAN",24381105.0268156,31687500,21228660.4535966,26410000,31372806.4438929,25292691.9618093,21900470.3832375,3816088.71563057,15740273.5063585,9766088.71563057,25670000,23671082.5015264
"sp|A0MZ66|SHOT1_HUMAN",28150000,37461226.6448447,34150000,28061212.9929266,40817238.8872637,29394505.0544263,23264895.7689122,30764090.695567,35042845.8228242,35542558.8918718,32350000,31050522.9832182
"sp|A1L0T0|HACL2_HUMAN",27400000,41100000,26600000,32500000,NA,41800000,20500000,15600000,24100000,18300000,31100000,26800000
"sp|A2RRP1|NBAS_HUMAN",7700000,10600000,3030000,7870000,1.2e+07,6870000,7650000,3420000,6590000,4170000,9330000,8100000
"sp|A4D1E9|GTPBA_HUMAN",8690000,11700000,9140000,6820000,11900000,7680000,10100000,6330000,10100000,9150000,8560000,9960000
"sp|A5YKK6|CNOT1_HUMAN",16990000,23225576.9847609,13292803.3950553,17208571.4285714,22323998.1993132,17507799.6043841,17327251.9686434,10955029.9464062,15171428.5714286,14050296.7083594,17914285.7142857,17703026.0283378
"sp|A6NCS6|CB072_HUMAN",36700000,43400000,3.7e+07,31800000,49400000,37700000,NA,3.2e+07,46900000,41600000,36700000,45700000
"sp|A6NDB9|PALM3_HUMAN",8130000,10500000,8510000,8310000,10400000,9100000,NA,NA,NA,8770000,6890000,8600000
"sp|A6NDG6|PGP_HUMAN",66600000,92200000,58800000,68800000,85200000,7.6e+07,6.7e+07,41200000,61500000,49800000,78200000,63600000
"sp|A6NDU8|CE051_HUMAN",14900000,14900000,1.3e+07,9200000,13900000,12600000,NA,12100000,14200000,NA,NA,1.3e+07
"sp|A6NHR9|SMHD1_HUMAN",29842000,40136444.4573089,26486000,30305057.8860537,38237651.9406288,30969348.2212297,28340007.1477641,19409777.7369376,27596010.5594934,24732028.9966535,30904000,29920000
"sp|O00116|ADAS_HUMAN",47800000,43800000,57400000,17500000,46800000,4.9e+07,53800000,9630000,47800000,39800000,39500000,40400000
"sp|O00148|DX39A_HUMAN",9955000,13843204.4457209,6459368.39445051,10847500,14046592.6261051,9058550.56803171,10352656.6979042,4524361.87073004,8927500,5839322.8184765,10762500,12309824.4015664
"sp|O00151|PDLI1_HUMAN",32611172.7523508,47175312.5632486,37850000,30417500,54953772.0658268,31590000,21803649.4512518,30271124.5390278,47522500,38234438.4664777,43905413.118472,45248910.4583664
"sp|O00159|MYO1C_HUMAN",35920000,44467056.0867912,25065921.0615453,37296237.6047119,48316863.9343042,42400000,27720000,17549248.4313644,27740000,21269574.2976148,33600000,24559573.8160518
"sp|O00161|SNP23_HUMAN",15500000,25900000,1.3e+07,13300000,27500000,21400000,NA,8040000,15400000,11600000,19500000,16100000
"sp|O00170|AIP_HUMAN",62965921.3379661,64575000,47780722.774386,54195356.2435222,70775000,53928862.8973086,70494628.0094285,45624472.1911311,53225000,49802962.7604724,58257867.5749964,58387999.4118505
"sp|O00178|GTPB1_HUMAN",12550000,15700000,6850000,11800000,17400000,14450000,14450000,6275000,9705000,6980000,13100000,14350000
"sp|O00186|STXB3_HUMAN",60900000,72500000,42700000,49800000,67700000,59300000,57200000,28700000,42400000,35900000,54800000,49100000
"sp|O00193|SMAP_HUMAN",428950000,444850000,386250000,454850000,455250000,368617907.704882,539350000,333550000,388450000,338750000,420450000,371600000
"sp|O00203|AP3B1_HUMAN",40365000,44760000,24370775.9717595,42125000,51495000,34935000,41590000,26236000,39455000,3.2e+07,40915000,35200000
"sp|O00217|NDUS8_HUMAN",71100000,87700000,74100000,36400000,111700000,64600000,69600000,62100000,69630000,70700000,76900000,91100000
"sp|O00231|PSD11_HUMAN",217028571.428571,237425356.331411,162242857.142857,207404475.693693,237285509.104546,207931731.474705,236801949.203752,133475892.842668,164063338.434846,158191251.957587,187404285.714286,190463044.610833
"sp|O00232|PSD12_HUMAN",112462500,124250000,95425000,103829047.781371,127700000,116219518.558392,114218482.424071,65859992.4995262,82887500,82375000,105127500,83471624.9857079
"sp|O00264|PGRC1_HUMAN",25400000,43200000,19700000,29700000,59900000,33700000,9320000,NA,32300000,14300000,27600000,36100000
"sp|O00267|SPT5H_HUMAN",25180000,26995382.5423016,22073564.6087168,22720000,26545386.9111133,28138859.3319545,21309633.1709741,19155477.3733192,18208205.9700433,19121631.6965077,25547846.7257502,20130009.4302307
"sp|O00268|TAF4_HUMAN",9175000,1.3e+07,7405000,8619260.37640227,15350739.6235977,10530000,4340000,4980000,7745000,6320000,11450000,10095000
"sp|O00273|DFFA_HUMAN",42763333.3333333,50936666.6666667,53736666.6666667,43620228.8631536,56010000,42503333.3333333,49812704.0613273,44483333.3333333,50596666.6666667,49526666.6666667,45786666.6666667,51846948.4543124
"sp|O00299|CLIC1_HUMAN",799210000,869421142.641631,652186326.447468,813710000,927561435.575812,780096821.774256,994171171.843871,514890329.896995,628863563.887195,599961425.408759,722290000,773276885.984266
"sp|O00303|EIF3F_HUMAN",143600000,132500000,112100000,126400000,1.38e+08,134300000,169500000,91800000,112100000,115700000,117600000,115300000
"sp|O00330|ODPX_HUMAN",72400000,97776735.1234981,65076666.6666667,62833333.3333334,104977136.554372,65106445.7361453,53906372.0836221,50136666.6666667,74333333.3333333,66736666.6666667,79316294.1810638,113877816.576738
"sp|O00338|ST1C2_HUMAN",7960000,9850000,4080000,9920000,11100000,9120000,7470000,4150000,5280000,4440000,8370000,8e+06
"sp|O00401|WASL_HUMAN",6940000,10100000,7480000,4850000,10800000,7040000,7030000,4460000,7180000,8040000,7150000,10700000
