"","modelName","subject_Id","protein_Id","contrast","diff","std.error","avgAbd","statistic","df","p.value","conf.low","conf.high","sigma","FDR"
"1","WaldTest_moderated","CON__ENSEMBL:ENSBTAP00000007350","CON__ENSEMBL:ENSBTAP00000007350","BAPvsDMSO",-1.41547189934201,0.820340704690682,21.1367875930844,-1.86499335337169,11.8004190401498,0.087231920490517,-4.28506159744937,1.45411779876535,1.31457264548104,0.563337868750833
"2","WaldTest_moderated","CON__ENSEMBL:ENSBTAP00000024146","CON__ENSEMBL:ENSBTAP00000024146","BAPvsDMSO",-0.975228061998272,0.394952822669189,26.7507401506593,-2.62581400907655,11.8004190401498,0.0224111724058083,-2.37945748774295,0.429001363746409,0.64328415741143,0.441076951413921
"3","WaldTest_moderated","CON__ENSEMBL:ENSBTAP00000032840","CON__ENSEMBL:ENSBTAP00000032840","BAPvsDMSO",0.602636437359129,0.492332281401303,22.2789097828976,1.31144733521174,11.8004190401498,0.214650385792987,-1.13476578607705,2.3400386607953,0.795912195612325,0.677370980916591
"4","WaldTest_moderated","CON__ENSEMBL:ENSBTAP00000038253","CON__ENSEMBL:ENSBTAP00000038253","BAPvsDMSO",-0.407122803215383,1.40722866291471,22.4671396978975,-0.32332050604028,8.80041904014975,0.754002823069231,-4.66812837605955,3.85388276962878,1.87709356747172,0.935488165384012
"5","WaldTest_moderated","CON__ENSEMBL:ENSBTAP00000038329","CON__ENSEMBL:ENSBTAP00000038329","BAPvsDMSO",-0.945477316716469,0.723276451727258,23.0903756420769,-1.41090303499674,11.8004190401498,0.184088843774779,-3.479145788768,1.58819115533507,1.1606855392161,0.653934113041932
"6","WaldTest_moderated","CON__P00761","CON__P00761","BAPvsDMSO",-0.0423656719600146,0.206760965317135,34.3178530636651,-0.206778757968429,11.8004190401498,0.839707613524465,-0.817012983026368,0.732281639106339,0.354869605816787,0.960328302285337
"7","WaldTest_moderated","CON__P00978","CON__P00978","BAPvsDMSO",-1.50977951619257,0.721229935050969,22.1958209835444,-2.25930239878772,11.8004190401498,0.043614299817072,-4.03637087427749,1.01681184189236,1.15744347975527,0.483620193754582
"8","WaldTest_moderated","CON__P01044-1","CON__P01044-1","BAPvsDMSO",-1.10755967618965,0.938290566945846,21.6017825639428,-1.3548622150311,6.80041904014975,0.218743451255624,-3.43176559701019,1.2166462446309,0.977063938192871,0.68124454722673
"9","WaldTest_moderated","CON__P01966","CON__P01966","BAPvsDMSO",-0.345104141580177,0.376956312847677,28.5795510404395,-0.971581036826561,11.8004190401498,0.350753620234501,-1.68807621726404,0.997867934103686,0.615221874926334,0.757498478245398
"10","WaldTest_moderated","CON__P02769","CON__P02769","BAPvsDMSO",-0.68576843252573,0.257528631071398,32.5435914221681,-2.75517662935137,11.8004190401498,0.0176703789575193,-1.62684267053802,0.255305805486561,0.431110570083873,0.418068442665934
