"","protein","logFC","AveExpr","t","P.Value","adj.P.Val","B","significant","mean_UPS1","mean_UPS2","ngood_UPS1","ngood_UPS2"
"1","O00762ups|UBE2C_HUMAN_UPS",-5.84621467671398,28.3767572582549,-10.4437768983327,7.35083786855853e-06,0.000518234069733376,4.24714737793688,TRUE,30.8822778339895,25.0360631572755,4,3
"2","O76070ups|SYUG_HUMAN_UPS",-5.86933614729428,28.8386157679978,-18.205791712963,2.71595853426938e-08,3.82950153331982e-06,9.88993982836763,TRUE,31.773283841645,25.9039476943507,4,4
"3","P00167ups|CYB5_HUMAN_UPS",-0.760475535234503,31.2957676876934,-5.15995719196595,0.000637672152580373,0.0337169150676872,-0.771786036938194,TRUE,31.6760054553106,30.9155299200761,4,4
"4","P00441ups|SODC_HUMAN_UPS",-5.20666119095565,30.3591819926223,-19.8280329422542,1.48071723756889e-06,0.000115989516942896,6.02889177854285,TRUE,31.4005142308135,26.1938530398578,4,1
"5","P00709ups|LALBA_HUMAN_UPS",-4.24339638851723,28.6012484011946,-25.7008515856872,1.37338421967352e-09,6.55924604797186e-07,12.7821114684913,TRUE,30.7229465954532,26.479550206936,4,4
"6","P00915ups|CAH1_HUMAN_UPS",0.921839071868895,32.9913466158024,6.2092241548856,0.000172193774196956,0.010405423783616,0.633545307840683,TRUE,32.5304270798679,33.4522661517368,4,4
"7","P00918ups|CAH2_HUMAN_UPS",1.67221702215662,31.7730887195423,12.4181803188688,7.01827864026201e-07,5.93746372966166e-05,6.52726026419489,TRUE,30.936980208464,32.6091972306206,4,4
"8","P01008ups|ANT3_HUMAN_UPS",-7.64189517216377,27.360628535879,-18.7360590976163,2.12142376034642e-08,3.31267484431663e-06,10.1380220926224,TRUE,31.1815761219609,23.5396809497972,4,4
"9","P01031ups|CO5_HUMAN_UPS",1.78149233398034,30.8260814637256,6.08842045195042,0.000198717417028492,0.0113591172166287,0.479460909839666,TRUE,29.9353352967354,31.7168276307158,4,4
"10","P01112ups|RASH_HUMAN_UPS",NA,30.1946925149568,NA,NA,NA,NA,NA,30.1946925149568,NA,4,0
"11","P01127ups|PDGFB_HUMAN_UPS",-7.00808871223056,27.5579314640595,-18.9966254826161,1.88348568541235e-08,3.31267484431663e-06,10.2570074933999,TRUE,31.0619758201748,24.0538871079442,4,4
"12","P01133ups|EGF_HUMAN_UPS",-0.716441694183154,29.4060044469505,-4.88479213616354,0.000921956031610316,0.0464270715918052,-1.16594673931807,TRUE,29.7642252940421,29.0477835998589,4,4
"13","P01344ups|IGF2_HUMAN_UPS",-6.70520891670723,27.7647355194633,-28.259446878345,3.81984361065677e-09,1.11545019148903e-06,11.7222366808234,TRUE,30.6383964837664,23.9331875670592,4,3
"14","P01375ups|TNFA_HUMAN_UPS",-5.5321348215523,28.470614789311,-14.6900564737538,1.70076739228418e-07,1.99840168593391e-05,8.01200817482469,TRUE,31.2366822000872,25.7045473785349,4,4
"15","P01579ups|IFNG_HUMAN_UPS",NA,30.3274879300584,NA,NA,NA,NA,NA,30.3274879300584,NA,4,0
"16","P02144ups|MYG_HUMAN_UPS",-0.678454137774419,31.1484353966912,-4.85091129899682,0.00096550191726081,0.0469428469671244,-1.21522096421965,TRUE,31.4876624655784,30.809208327804,4,4
"17","P02741ups|CRP_HUMAN_UPS",NA,29.075003547849,NA,NA,NA,NA,NA,29.075003547849,NA,4,0
"18","P02753ups|RETBP_HUMAN_UPS",-3.99445607150663,28.8218990461206,-13.7107703771603,3.0510999676577e-07,3.3963560166295e-05,7.40276972316207,TRUE,30.8191270818739,26.8246710103673,4,4
"19","P02787ups|TRFE_HUMAN_UPS",-6.86968777918465,28.7091275943597,-18.6642000974484,2.19278713098973e-08,3.31267484431663e-06,10.1048747853946,TRUE,32.1439714839521,25.2742837047674,4,4
"20","P02788ups|TRFL_HUMAN_UPS",-8.80864751860032,27.6781800414678,-13.1684969760525,4.28820408585823e-07,4.12252347345007e-05,7.04597725012127,TRUE,32.082503800768,23.2738562821676,4,4
"21","P04040ups|CATA_HUMAN_UPS",-0.649560846261596,31.3723917446258,-4.14580232944436,0.00262026169638868,0.115455280997126,-2.27655102449502,FALSE,31.6971721677566,31.047611321495,4,4
"22","P05413ups|FABPH_HUMAN_UPS",-9.04619948721966,27.7643425950822,-40.2641965906122,2.45052499086378e-10,2.59143017783845e-07,13.8402934739273,TRUE,31.641285232462,22.5950857452424,4,3
"23","P06732ups|KCRM_HUMAN_UPS",-3.60771383203691,29.4455235923995,-17.1331252644917,4.57491253761869e-08,6.04746251066471e-06,9.36224042979868,TRUE,31.249380508418,27.6416666763811,4,4
"24","P08263ups|GSTA1_HUMAN_UPS",-7.31375294682442,28.1380844974032,-17.4006922918788,1.59261771871113e-07,1.98140380886708e-05,8.23624359401948,TRUE,31.2725500460422,23.9587970992178,4,3
"25","P08758ups|ANXA5_HUMAN_UPS",-8.52297292341807,27.8139775654015,-11.2270295425139,4.31446404826895e-06,0.000314658326278925,4.8157705121067,TRUE,31.4666802468664,22.9437073234483,4,3
"26","P09211ups|GSTP1_HUMAN_UPS",-5.2490280464444,27.7975876673128,-15.7000635388912,1.34481093161413e-06,0.000109395196937072,6.23289654146051,TRUE,29.5472636827943,24.2982356363499,4,2
"27","P10145ups|IL8_HUMAN_UPS",-7.45037634188458,28.6948795481469,-18.9323358446571,3.85766843009407e-07,3.88522320459474e-05,7.44347093054464,TRUE,31.1783383287751,23.7279619868905,4,2
"28","P10599ups|THIO_HUMAN_UPS",-6.17753147001692,27.937869285823,-22.2809440720418,4.74659655952777e-09,1.11545019148903e-06,11.6105657319974,TRUE,31.0266350208315,24.8491035508145,4,4
"29","P10636-8ups|TAU_HUMAN_UPS",-8.96611790226811,28.3442880978294,-31.7476147038249,1.5506491839177e-09,6.55924604797186e-07,12.4681474343516,TRUE,32.1869100559443,23.2207921536762,4,3
"30","P12081ups|SYHC_HUMAN_UPS",-4.09115230322562,29.1253609546532,-29.0290698103898,4.75336175738721e-10,3.35112003895798e-07,13.7418533970975,TRUE,31.170937106266,27.0797848030404,4,4
"31","P15559ups|NQO1_HUMAN_UPS",-0.638747764505119,30.6706326793767,-4.84254806333014,0.000976588778512282,0.0469428469671244,-1.22740886237042,TRUE,30.9900065616292,30.3512587971241,4,4
"32","P16083ups|NQO2_HUMAN_UPS",-4.24075017059669,29.1765662902687,-19.6780867369943,1.38990166354764e-08,2.67240183491205e-06,10.5595028619371,TRUE,31.296941375567,27.0561912049703,4,4
"33","P41159ups|LEP_HUMAN_UPS",1.52635647204712,31.572622474382,5.82775277713693,0.000272449584725829,0.0151639703077665,0.140261337563242,TRUE,30.8094442383585,32.3358007104056,4,4
"34","P51965ups|UB2E1_HUMAN_UPS",NA,29.1424834011578,NA,NA,NA,NA,NA,29.1424834011578,NA,4,0
"35","P55957ups|BID_HUMAN_UPS",-5.63881096866071,28.1510069326915,-22.429369883033,4.4811368296952e-09,1.11545019148903e-06,11.6659852165015,TRUE,30.9704124170219,25.3316014483612,4,4
"36","P61626ups|LYSC_HUMAN_UPS",-4.26054255303783,28.4846443959235,-23.0573355417879,3.52684242025224e-09,1.11545019148903e-06,11.8955470267972,TRUE,30.6149156724424,26.3543731194046,4,4
"37","P61769ups|B2MG_HUMAN_UPS",-7.31006615067583,27.5327842466156,-20.1236766563574,1.14561172685591e-08,2.42296880230025e-06,10.7507800229516,TRUE,31.1878173219535,23.8777511712777,4,4
"38","P62937ups|PPIA_HUMAN_UPS",-0.675431125253572,30.6757334704067,-2.78275434228438,0.0217406927448338,0.497805394362107,-4.47625208910732,FALSE,31.0134490330335,30.33801790778,4,4
"39","P62988ups|UBIQ_HUMAN_UPS",2.01234835297774,31.5821444673097,12.8044905763682,5.42814219528046e-07,4.7835503095909e-05,6.79809725676144,TRUE,30.5759702908208,32.5883186437986,4,4
"40","P63165ups|SUMO1_HUMAN_UPS",-1.06688438623212,30.9459433960084,-7.30512471427758,5.08814189733453e-05,0.00326103639783713,1.94599218278529,TRUE,31.4793855891245,30.4125012028924,4,4
"41","P63279ups|UBC9_HUMAN_UPS",-4.09218385296869,28.2409441307088,-32.9827711229378,1.55846880993316e-10,2.59143017783845e-07,14.7006692941726,TRUE,30.2870360571932,26.1948522042245,4,4
"42","P68871ups|HBB_HUMAN_UPS",1.61210035530692,31.4891931406329,13.575175019851,3.31825168419046e-07,3.50905115603141e-05,7.31491077642711,TRUE,30.6831429629794,32.2952433182864,4,4
"43","P69905ups|HBA_HUMAN_UPS",1.79555544978063,31.2564141030802,8.28389184140855,1.9112319145074e-05,0.00130395338683327,2.9998553005685,TRUE,30.3586363781899,32.1541918279705,4,4
"44","P99999ups|CYC_HUMAN_UPS",-8.00486626736244,27.3289411615953,-15.360410496465,1.5550297881581e-06,0.000117460285784085,6.0880283450758,TRUE,29.9972299173828,21.9923636500204,4,2
"45","Q06830ups|PRDX1_HUMAN_UPS",-0.460053663909841,31.2957568783362,-4.07569980233064,0.00290507551160329,0.122884694140819,-2.3856379386068,FALSE,31.5257837102911,31.0657300463813,4,4
"46","Q15843ups|NEDD8_HUMAN_UPS",-4.06598755834353,26.0368714905837,-12.8533750235229,5.257143946792e-07,4.7835503095909e-05,6.83179176594101,TRUE,28.0698652697555,24.003877711412,4,4
