"","protein","logFC","AveExpr","t","P.Value","adj.P.Val","B","significant","mean_10","mean_1","ngood_10","ngood_1"
"1","sp|A0A2Z4LIS9|FXO3B_HUMAN;sp|P0CG31|Z286B_HUMAN",NA,20.5762555122085,NA,NA,NA,NA,NA,NA,20.5762555122085,0,1
"2","sp|A0AVK6|E2F8_HUMAN",NA,20.9212020556141,NA,NA,NA,NA,NA,NA,20.9212020556141,0,4
"3","sp|A0FGR8|ESYT2_HUMAN",-1.25306634320822,24.3604670106385,-2.32377117752098,0.0403648019934964,0.0965973426046893,-5.27198747421151,FALSE,23.6769762779795,24.9300426211877,5,6
"4","sp|A0JLT2|MED19_HUMAN",NA,21.2350315760559,NA,NA,NA,NA,NA,NA,21.2350315760559,0,3
"5","sp|A0JNW5|UH1BL_HUMAN",-0.403224369689038,22.9249629663724,-0.731381049237425,0.485486436827373,0.624748904356511,-7.07312831310162,FALSE,22.6225446891057,23.0257690587947,2,6
"6","sp|A0MZ66|SHOT1_HUMAN",-0.366995428790738,25.1568384848541,-1.30708612930008,0.215731888573339,0.347766753583645,-6.84547139627144,FALSE,24.9733407704588,25.3403361992495,6,6
"7","sp|A1A4S6|RHG10_HUMAN",-0.00820080309928194,22.7489859721312,-0.0667359384455783,0.947893470527107,0.964617667525043,-7.7064623932911,FALSE,22.7448855705815,22.7530863736808,6,6
"8","sp|A1KXE4|F168B_HUMAN",0.267981489193045,24.6835795944235,0.897932002667476,0.38692393007221,0.530286803880681,-7.28699812317518,FALSE,24.8175703390201,24.549588849827,6,6
"9","sp|A1L390|PKHG3_HUMAN",-0.0161506747933134,24.2129521631008,-0.13704535332483,0.893272699491087,0.930584739273585,-7.69872298345332,FALSE,24.2048768257041,24.2210275004974,6,6
"10","sp|A1XBS5|CBAR1_HUMAN",-0.594694132743833,22.6256346198224,-3.19451050687688,0.0109704991399927,0.0333029514481669,-3.78689601554089,TRUE,22.2952489905203,22.8899431232641,4,5
"11","sp|A2A2Y4|FRMD3_HUMAN",-1.59684372254403,23.0988528246007,-2.51740336242213,0.0286558787930961,0.0735414445949518,-4.93980945119528,FALSE,22.2278471577585,23.8246908803026,5,6
"12","sp|A2A3K4|PTPC1_HUMAN",NA,21.3592968132296,NA,NA,NA,NA,NA,NA,21.3592968132296,0,5
