"","protein","logFC","AveExpr","t","P.Value","adj.P.Val","B","significant","mean_4","mean_1","ngood_4","ngood_1"
"1050","sp|P25054|APC_HUMAN",-0.382522398435117,26.4695317773742,-3.20544035267367,0.00762483479636139,0.0288946476208019,-3.57933382580052,TRUE,26.2782705781567,26.6607929765918,6,6
"1051","sp|P25087|ERG6_YEAST",1.74192080459757,25.2081019370024,13.022209876317,5.47421314756737e-08,1.22312654352844e-06,8.91954988080385,TRUE,25.9998841209104,24.2579633163129,6,5
"1052","sp|P25098|ARBK1_HUMAN",-0.510335256955611,22.3370637658914,-2.60326710255027,0.0288226334027564,0.0830557739048273,-4.64080383583865,FALSE,22.1102480961333,22.6205833530889,5,4
"1053","sp|P25106|ACKR3_HUMAN",-0.393986222836088,23.5201123698086,-1.26387521818412,0.230458840484088,0.373038456755307,-6.76992895264553,FALSE,23.3231192583906,23.7171054812266,6,6
"1054","sp|P25116|PAR1_HUMAN",-0.209588291058421,26.4320448620721,-1.88141635799958,0.0845841077523103,0.18499330612021,-5.90537795013148,FALSE,26.3272507165429,26.5368390076013,6,6
"1055","sp|P25205|MCM3_HUMAN",1.3332148605851,29.4895695778385,6.53454094888814,2.89810125032633e-05,0.000264335457251987,2.18983531228178,TRUE,30.1561770081311,28.822962147546,6,6
"1056","sp|P25293|NAP1_YEAST",0.832692563381407,25.1852039742072,0.60293083586135,0.561590883875392,0.681062614916513,-7.18066002680427,FALSE,25.462768162001,24.6300755986196,6,3
"1057","sp|P25298|RNA14_YEAST",NA,21.99339555517,NA,NA,NA,NA,NA,21.99339555517,NA,4,0
"1058","sp|P25339|PUF4_YEAST",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"1059","sp|P25343|RV161_YEAST",2.54518207766742,23.6311201536146,18.3082616857028,5.75688203315707e-09,2.16999206433492e-07,11.3347474106912,TRUE,24.6491929846816,22.1040109070142,6,4
"1060","sp|P25344|STE50_YEAST",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"1061","sp|P25355|CTR86_YEAST",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"1062","sp|P25358|ELO2_YEAST",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"1063","sp|P25360|PHO87_YEAST",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"1064","sp|P25373|GLRX1_YEAST",NA,26.1370688986786,NA,NA,NA,NA,NA,26.1370688986786,NA,1,0
"1065","sp|P25375|PRTD_YEAST",1.24475660018085,22.9546422020301,6.45354143174841,0.000369239378222513,0.00234359151744667,0.546583013654995,TRUE,23.1324645734846,21.8877079733037,6,1
"1066","sp|P25389|KCC4_YEAST",2.46957777105985,24.5024329561869,24.9650995367099,5.67417967869271e-11,1.31002623331818e-08,15.7691082401282,TRUE,25.6249683066686,23.1553905356088,6,5
"1067","sp|P25440|BRD2_HUMAN",1.26903929986659,26.4598014474939,7.37769306295977,8.91873241999782e-06,9.56939990150911e-05,3.42950293801392,TRUE,27.0943210974272,25.8252817975606,6,6
"1068","sp|P25441|RPC4_YEAST",3.1146487293706,23.8974658336149,18.0251482554859,6.69032637584675e-09,2.3363297755771e-07,11.1860578331575,TRUE,25.1433253253631,22.0286765959925,6,4
"1069","sp|P25443|RS2_YEAST",2.28483582815256,22.5206724106468,10.5947976065997,4.60940591347454e-05,0.000402532989228722,2.85016481624503,TRUE,22.9014783820055,20.616642553853,5,1
"1070","sp|P25445|TNR6_HUMAN",1.37993302923266,22.9823794285698,2.07564986829454,0.0720083997487229,0.164196931278878,-5.31017336617052,FALSE,23.327362685878,21.9474296566453,6,2
"1071","sp|P25490|TYY1_HUMAN;sp|O15391|TYY2_HUMAN",1.09103849496963,24.3011819391283,3.79201968736868,0.00359132806645521,0.0156627696310337,-2.60410451510163,TRUE,24.7375973371162,23.6465588421466,6,4
"1072","sp|P25558|BUD3_YEAST",3.06452416920961,25.8675055259233,12.2127573938249,4.31319744960051e-08,1.02793234702092e-06,9.02537760846574,TRUE,27.3997676105281,24.3352434413185,6,6
"1073","sp|P25567|SRO9_YEAST",2.45070707489543,25.9642682289397,18.4570427583133,1.42423039110441e-09,7.62479284744881e-08,12.6428170427147,TRUE,27.0782259902558,24.6275189153604,6,5
"1074","sp|P25577|YCE9_YEAST",NA,25.4938084792055,NA,NA,NA,NA,NA,NA,25.4938084792055,0,6
"1075","sp|P25582|SPB1_YEAST",NA,23.8050019743665,NA,NA,NA,NA,NA,23.8050019743665,NA,5,0
"1076","sp|P25583|KAR4_YEAST",1.23189058193919,22.4128597002297,4.83820634435831,0.00195372955629398,0.00954639812294969,-1.22662619027456,TRUE,22.5888440690781,21.356953487139,6,1
"1077","sp|P25587|LDB16_YEAST",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"1078","sp|P25588|MRC1_YEAST",NA,21.8236130421588,NA,NA,NA,NA,NA,21.8236130421588,NA,5,0
"1079","sp|P25605|ILV6_YEAST",NA,19.7263691467685,NA,NA,NA,NA,NA,19.7263691467685,NA,2,0
"1080","sp|P25617|YCQ6_YEAST",1.95966711544117,21.8892373165538,10.2347319477385,7.77312382338089e-06,8.47018271491711e-05,4.30511457866268,TRUE,22.3791540954141,20.4194869799729,6,2
"1081","sp|P25619|HSP30_YEAST",NA,22.9697479548494,NA,NA,NA,NA,NA,22.9697479548494,NA,2,0
"1082","sp|P25623|SYP1_YEAST",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"1083","sp|P25628|ARE1_YEAST",NA,22.1627289471177,NA,NA,NA,NA,NA,NA,22.1627289471177,0,4
"1084","sp|P25635|PWP2_YEAST",3.03647474572013,24.2651365461378,23.764483713691,2.12181578089388e-11,6.53165624551832e-09,16.7217566703816,TRUE,25.7833739189979,22.7468991732778,6,6
"1085","sp|P25655|NOT1_YEAST",1.6225632958029,21.6026115978581,4.52812415301517,0.00198751704648487,0.00966037890751988,-1.69672309361077,TRUE,22.2110728337842,20.5885095379813,5,3
"1086","sp|P25685|DNJB1_HUMAN",-0.294293478110193,21.620560554595,-1.68760141788149,0.135924655885289,0.260089927410734,-5.94362754088187,FALSE,21.4523928528177,21.7466863309279,3,4
"1087","sp|P25686|DNJB2_HUMAN",0.120630255427042,21.9140012298705,0.836701381749565,0.424639737663659,0.567517797007799,-7.00473821241864,FALSE,21.9542113150129,21.8335810595859,6,3
"1088","sp|P25694|CDC48_YEAST",2.17800324872709,25.351702779629,4.87385571874973,0.000391178679815335,0.00244917634447093,-0.533873988870542,TRUE,26.4407044039926,24.2627011552655,6,6
"1089","sp|P25705|ATPA_HUMAN",-1.47942650499422,24.2556040702681,-1.83162510645855,0.100584185500629,0.208975242541802,-5.80176387978653,FALSE,23.2693197336053,24.7487462385995,3,6
"1090","sp|P25787|PSA2_HUMAN",0.170076933718616,22.1979332474123,0.501576108159392,0.625935655616788,0.732839596064912,-7.39723000207922,FALSE,22.2752409445571,22.1051640108385,6,5
"1091","sp|P25788|PSA3_HUMAN",0.814229263203512,25.8325896102288,4.57269362436958,0.00137840753126554,0.00715357634600856,-1.48556351750927,TRUE,26.2849392008975,25.4707099376939,4,5
"1092","sp|P26006|ITA3_HUMAN",-0.0968099654348185,23.367735427456,-0.999526161782955,0.341327728500719,0.487713659405901,-6.96696029900982,FALSE,23.3193304447386,23.4161404101734,5,5
"1093","sp|P26038|MOES_HUMAN",-0.752982514234817,27.2537299103658,-3.95113899086879,0.00195224721136126,0.00954639812294969,-2.19544750213464,TRUE,26.8772386532484,27.6302211674832,6,6
"1094","sp|P26045|PTN3_HUMAN",NA,22.0155440547467,NA,NA,NA,NA,NA,NA,22.0155440547467,0,3
"1095","sp|P26321|RL5_YEAST",NA,22.0745594974997,NA,NA,NA,NA,NA,NA,22.0745594974997,0,1
"1096","sp|P26358|DNMT1_HUMAN",0.496102365768443,28.2464914451197,1.19520772184245,0.255269295933316,0.400069910554803,-6.85089863530242,FALSE,28.4945426280039,27.9984402622355,6,6
"1097","sp|P26368|U2AF2_HUMAN",2.96054592579988,30.1845537330702,4.6993776626921,0.0005257654631768,0.00320491356596551,-0.841145791820287,TRUE,31.6648266959701,28.7042807701702,6,6
"1098","sp|P26373|RL13_HUMAN",-1.15536082701936,24.7447487894581,-3.94016273730265,0.00199113391431531,0.00966524136594053,-2.2156726873534,TRUE,24.1670683759485,25.3224292029678,6,6
"1099","sp|P26374|RAE2_HUMAN",-0.203852565475641,23.152299922829,-2.20505969247387,0.0478688392800585,0.12220282812753,-5.37704247987176,FALSE,23.0503736400912,23.2542262055668,6,6
"1100","sp|P26447|S10A4_HUMAN",0.77232652820526,21.5894991290439,2.76005959429111,0.0521974783727234,0.130370172487383,-4.41556928214529,FALSE,21.9756623931465,21.2033358649413,2,2
"1101","sp|P26570|PPZ1_YEAST",NA,23.1650363583336,NA,NA,NA,NA,NA,23.1650363583336,NA,5,0
"1102","sp|P26583|HMGB2_HUMAN",0.141524324261273,25.2700072173753,0.62848951506655,0.541552110264582,0.663954030971578,-7.37006883375228,FALSE,25.3407693795059,25.1992450552446,6,6
"1103","sp|P26599|PTBP1_HUMAN",-0.424335944328287,23.0591805390115,-1.39765183764772,0.189996533520153,0.330340678243505,-6.55475945461741,FALSE,22.8277245693778,23.2520605137061,5,6
"1104","sp|P26637|SYLC_YEAST",1.9803514488933,22.20840381645,1.34121618949372,0.222275696889428,0.364118148252571,-6.05098896760851,FALSE,22.4913111662919,20.5109597173986,6,1
"1105","sp|P26639|SYTC_HUMAN",-0.518225029940542,23.8411520876054,-1.07743607333699,0.302631049270768,0.449324395500891,-6.9813717730643,FALSE,23.5820395726352,24.1002646025757,6,6
"1106","sp|P26641|EF1G_HUMAN",-1.62534863965447,24.2986937475574,-1.84149404759714,0.0905851796740956,0.194321517837462,-5.96756779739956,FALSE,23.4860194277301,25.1113680673846,6,6
"1107","sp|P26754|RFA2_YEAST",2.89261221139421,22.9868311159161,12.1426520033465,2.16449846417204e-06,2.82532061012421e-05,5.62282903469098,TRUE,23.7099841687646,20.8173719573704,6,2
"1108","sp|P26783|RS5_YEAST",1.64425649567286,28.1885708720084,1.72792888365799,0.122710743844572,0.240840188239247,-5.81672950606715,FALSE,28.5996349959266,26.9553785002537,6,2
"1109","sp|P26784|RL16A_YEAST",0.740853576920546,23.4173461429855,5.32363965303978,0.000186086485712252,0.0013270337417395,0.240625052412555,TRUE,23.7877729314458,23.0469193545253,6,6
"1110","sp|P26785|RL16B_YEAST",0.980407958186402,24.694993780964,4.75351076190863,0.000479467650394641,0.00296179515143446,-0.745423401562418,TRUE,25.1851977600572,24.2047898018708,6,6
"1111","sp|P26786|RS7A_YEAST",2.42697576510297,28.4101685994236,4.67823918736006,0.00089206745551417,0.00504639690761002,-1.14846965204196,TRUE,29.3809589054648,26.9539831403619,6,4
"1112","sp|P27344|DPB3_YEAST",NA,23.6295861907063,NA,NA,NA,NA,NA,23.6295861907063,NA,5,0
"1113","sp|P27348|1433T_HUMAN",0.628259247424457,29.3528296122404,1.27040024808285,0.230373220382604,0.373038456755307,-6.713522461143,FALSE,29.6955164744719,29.0672572270475,5,6
"1114","sp|P27448|MARK3_HUMAN",-0.273273124842383,26.6323029333591,-3.75812234650625,0.00276633750188027,0.0126470924900318,-2.55214007688362,TRUE,26.4956663709379,26.7689394957803,6,6
"1115","sp|P27466|KCC1_YEAST",3.10487173178417,25.4544108430521,11.4316663210275,9.73455213970663e-06,0.000102741244583075,4.25638917565217,TRUE,25.8979639475927,22.7930922158085,6,1
"1116","sp|P27540|ARNT_HUMAN",-1.18751892683156,24.5667819883084,-8.70318677182491,1.6614157521418e-06,2.29860291700816e-05,5.19847535759212,TRUE,23.9730225248926,25.1605414517242,6,6
"1117","sp|P27635|RL10_HUMAN",-0.605885777634991,23.0136623345823,-2.09479658265262,0.0582563612946687,0.141206692009519,-5.56147343849538,FALSE,22.7107194457648,23.3166052233998,6,6
"1118","sp|P27636|CDC15_YEAST",2.53274574979907,23.0778375957799,24.1103739047866,1.79225141712546e-11,6.53165624551832e-09,16.8840463614157,TRUE,24.3442104706794,21.8114647208804,6,6
"1119","sp|P27637|BUD14_YEAST",NA,23.3296201253403,NA,NA,NA,NA,NA,23.3296201253403,NA,4,0
"1120","sp|P27692|SPT5_YEAST",NA,25.0067200836501,NA,NA,NA,NA,NA,25.0067200836501,NA,6,0
"1121","sp|P27694|RFA1_HUMAN",-0.200308208087659,20.4822141545141,-0.483261334694828,0.678685542039924,0.774981265006331,-6.52536226039355,FALSE,20.3820600504702,20.5823682585579,1,1
"1122","sp|P27695|APEX1_HUMAN",0.786076299157518,22.3097127374944,2.15371261419596,0.0545011721402297,0.134397416479311,-5.43000771621572,FALSE,22.7384816279439,21.9524053287864,5,6
"1123","sp|P27707|DCK_HUMAN",-0.238238677607552,21.4798714609931,-0.896329356420202,0.411890338034849,0.556112174232724,-6.47951718747418,FALSE,21.2892805189071,21.5275191965146,1,4
"1124","sp|P27797|CALR_HUMAN",-0.360754558557436,28.4729882099891,-0.925993573228074,0.372837807029987,0.520564450429274,-7.13255335508034,FALSE,28.2926109307104,28.6533654892678,6,6
"1125","sp|P27801|PEP3_YEAST",1.86479619420716,23.7476017542263,15.2812787927778,1.07558259948751e-07,2.19513929420269e-06,8.51363567907062,TRUE,24.3692004856287,22.5044042914215,6,3
"1126","sp|P27816|MAP4_HUMAN",-0.147501901364202,31.1117244675026,-1.410158337337,0.184078173767913,0.323033146745212,-6.58619553291535,FALSE,31.0379735168205,31.1854754181847,6,6
"1127","sp|P27824|CALX_HUMAN",-1.25495804779076,28.6213126635814,-4.57175532456245,0.000654393592489484,0.0038989192429938,-1.06815525650758,TRUE,27.993833639686,29.2487916874768,6,6
"1128","sp|P27987|IP3KB_HUMAN",-0.480155273553383,22.5073042520745,-3.29346775710092,0.00648045901660965,0.0254286051426244,-3.41579676743472,TRUE,22.2672266152978,22.7473818888512,6,6
"1129","sp|P28000|RPAC2_YEAST",-1.22987763893753,22.7699132171727,-1.90548531849661,0.098974112173557,0.205977673447391,-5.30524055118201,FALSE,22.5942164116102,23.8240940505477,6,1
"1130","sp|P28007|GAR1_YEAST",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"1131","sp|P28062|PSB8_HUMAN",-0.178758004940466,22.361407140874,-0.817112043591503,0.441135146768086,0.580775735054137,-6.84780267680829,FALSE,22.2337228516308,22.4124808565713,2,5
"1132","sp|P28066|PSA5_HUMAN",0.464999761292783,23.4011362491479,1.38902788354541,0.190256709788636,0.330422325321684,-6.61364236665662,FALSE,23.6336361297942,23.1686363685015,6,6
"1133","sp|P28241|IDH2_YEAST",NA,24.1342910584819,NA,NA,NA,NA,NA,24.1342910584819,NA,1,0
"1134","sp|P28272|PYRD_YEAST",NA,24.8257947542637,NA,NA,NA,NA,NA,24.8257947542637,NA,2,0
"1135","sp|P28274|URA7_YEAST",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"1136","sp|P28290|ITPI2_HUMAN",-0.015241063876058,26.6374401633314,-0.141092696476074,0.890155693164428,0.930457026188284,-7.56938145900003,FALSE,26.6298196313934,26.6450606952694,6,6
"1137","sp|P28370|SMCA1_HUMAN",-0.34954699884615,27.3907946158771,-2.64089416962781,0.0216593561388845,0.0667303265863547,-4.61442826206127,FALSE,27.216021116454,27.5655681153001,6,6
"1138","sp|P28496|LAC1_YEAST",2.06963477092538,24.394294714377,22.1618756683773,4.78987514599813e-11,1.26384277066551e-08,15.9320959030478,TRUE,25.4291120998397,23.3594773289143,6,6
"1139","sp|P28625|YIM1_YEAST",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"1140","sp|P28707|SBA1_YEAST",2.19327694319685,22.7097398887141,18.9801134899007,4.06509656775828e-09,1.68724345183136e-07,11.6773480614303,TRUE,23.5870506659929,21.393773722796,6,4
"1141","sp|P28715|ERCC5_HUMAN",1.16586987957267,25.9326771427697,2.16529101433741,0.0513954807564406,0.129030044876601,-5.44403716721955,FALSE,26.515612082556,25.3497422029833,6,6
"1142","sp|P28749|RBL1_HUMAN",NA,21.1193591146771,NA,NA,NA,NA,NA,NA,21.1193591146771,0,2
"1143","sp|P28838|AMPL_HUMAN",NA,21.6629950826822,NA,NA,NA,NA,NA,NA,21.6629950826822,0,1
"1144","sp|P29056|TF3B_YEAST",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"1145","sp|P29084|T2EB_HUMAN",-0.31268533420822,21.884344268892,-0.735963312989126,0.485990552163379,0.617773262109952,-6.91375029171286,FALSE,21.6609976016004,21.9736829358086,2,5
"1146","sp|P29144|TPP2_HUMAN",NA,19.2546285327625,NA,NA,NA,NA,NA,NA,19.2546285327625,0,1
"1147","sp|P29295|HRR25_YEAST",NA,21.1872484419034,NA,NA,NA,NA,NA,21.1872484419034,NA,2,0
"1148","sp|P29311|BMH1_YEAST",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"1149","sp|P29317|EPHA2_HUMAN",0.182229424697416,23.4554376505032,0.561188274027519,0.586014390718857,0.702414592907804,-7.36362120226144,FALSE,23.5382692071839,23.3560397824865,6,5
"1150","sp|P29323|EPHB2_HUMAN",-0.186801447467137,24.2537239302376,-0.604054967979238,0.579126763948105,0.695931771640956,-6.6740625882161,FALSE,24.2070235683708,24.3938250158379,3,1
"1151","sp|P29366|BEM1_YEAST",1.8908233289016,22.988003509616,10.0998906924501,7.18189200088419e-07,1.11003803561783e-05,6.2274552480516,TRUE,23.8474686591167,21.9566453302151,6,5
"1152","sp|P29374|ARI4A_HUMAN",0.962936668442604,23.6797940385295,3.79692173036713,0.00257842837192972,0.0119207939998854,-2.48027851807644,TRUE,24.1612623727508,23.1983257043082,6,6
"1153","sp|P29375|KDM5A_HUMAN",-0.356781431126169,24.2532886103596,-2.3974570107441,0.0338217231898079,0.0943184407562584,-5.04618139637965,FALSE,24.0748978947965,24.4316793259227,6,6
"1154","sp|P29401|TKT_HUMAN",-0.942113597138317,29.8492836140678,-2.65635715849668,0.0210513680231157,0.0653476919978062,-4.58660558573379,FALSE,29.3782268154986,30.3203404126369,6,6
"1155","sp|P29453|RL8B_YEAST;sp|P17076|RL8A_YEAST",NA,21.4870643601424,NA,NA,NA,NA,NA,21.4870643601424,NA,2,0
"1156","sp|P29461|PTP2_YEAST",NA,21.4273836081837,NA,NA,NA,NA,NA,21.4273836081837,NA,1,0
"1157","sp|P29465|CHS3_YEAST",1.80668523714602,22.241614936903,17.6966848416682,2.22281352263298e-09,1.10960448008192e-07,12.1969847432692,TRUE,23.0628354992421,21.256150262096,6,5
"1158","sp|P29475|NOS1_HUMAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"1159","sp|P29478|SEC65_YEAST",NA,22.6897644055058,NA,NA,NA,NA,NA,22.6897644055058,NA,1,0
"1160","sp|P29509|TRXB1_YEAST",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"1161","sp|P29539|RIF1_YEAST",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"1162","sp|P29558|RBMS1_HUMAN",-0.270152183362136,24.7879349175641,-0.960090925117047,0.356101176210031,0.502459031672978,-7.10020968245397,FALSE,24.6528588258831,24.9230110092452,6,6
"1163","sp|P29692|EF1D_HUMAN",2.55122488835292,31.9469693854606,2.83545331209411,0.0151242528299465,0.0498385280587175,-4.2616372956784,TRUE,33.2225818296371,30.6713569412842,6,6
"1164","sp|P29966|MARCS_HUMAN",-0.146326647429377,33.4841713418747,-1.7146463759024,0.112294914305839,0.226058535937749,-6.16009630781358,FALSE,33.41100801816,33.5573346655894,6,6
"1165","sp|P30041|PRDX6_HUMAN",-0.930418758576531,25.0556185775259,-5.33131626833247,0.000183786847842723,0.00131624236028895,0.253614023661834,TRUE,24.5904091982376,25.5208279568141,6,6
"1166","sp|P30044|PRDX5_HUMAN",-0.927433008299508,22.697128415518,-1.56390618410549,0.149192210857904,0.277920336313212,-6.26990856651927,FALSE,22.1406686105383,23.0681016188378,4,6
"1167","sp|P30050|RL12_HUMAN",-0.353332368291366,24.0246613481492,-2.40308716217588,0.0352174550103332,0.0973023775678168,-5.01173050868061,FALSE,23.8319346018084,24.1852669700998,5,6
"1168","sp|P30084|ECHM_HUMAN",NA,22.9301226307396,NA,NA,NA,NA,NA,NA,22.9301226307396,0,1
