"","protein","logFC","AveExpr","t","P.Value","adj.P.Val","B","significant","mean_10","mean_1","ngood_10","ngood_1"
"1","sp|A0A2Z4LIS9|FXO3B_HUMAN;sp|P0CG31|Z286B_HUMAN",NA,20.8025215765822,NA,NA,NA,NA,NA,NA,20.8025215765822,0,1
"2","sp|A0AVK6|E2F8_HUMAN",NA,21.1724175950093,NA,NA,NA,NA,NA,NA,21.1724175950093,0,4
"3","sp|A0FGR8|ESYT2_HUMAN",-1.7335677302343,24.380976844394,-3.42191961079832,0.00574955993802422,0.0123287665211698,-3.35273804698439,TRUE,23.4353944460844,25.1689621763187,5,6
"4","sp|A0JLT2|MED19_HUMAN",NA,21.5718843204578,NA,NA,NA,NA,NA,NA,21.5718843204578,0,3
"5","sp|A0JNW5|UH1BL_HUMAN",-0.935589720773183,23.0679823103033,-1.94279905785556,0.0882521991207214,0.128672765041909,-5.65524418592391,FALSE,22.3662900197234,23.3018797404966,2,6
"6","sp|A0MZ66|SHOT1_HUMAN",-0.817918329902969,25.1702755378601,-3.50971988558069,0.00433672223615427,0.00972832285407579,-3.15776761454705,TRUE,24.7613163729086,25.5792347028116,6,6
"7","sp|A1A4S6|RHG10_HUMAN",-0.571801021693129,22.7698780310547,-4.49476916138673,0.000742808331116186,0.00215864795114294,-1.34509486320146,TRUE,22.4839775202082,23.0557785419013,6,6
"8","sp|A1KXE4|F168B_HUMAN",-0.209050153887665,24.6923060527684,-0.849590490828981,0.412267989544294,0.481450915723827,-7.35224410342423,FALSE,24.5877809758245,24.7968311297122,6,6
"9","sp|A1L390|PKHG3_HUMAN",-0.562449175735215,24.2180978969535,-3.7935362014591,0.00258286349722207,0.00624317445070712,-2.62945123568005,TRUE,23.9368733090859,24.4993224848212,6,6
"10","sp|A1XBS5|CBAR1_HUMAN",-1.07858064735725,22.6497036087849,-5.2071545544941,0.000571440893378785,0.00173471307775915,-0.689919243063595,TRUE,22.0504921380309,23.1290727853881,4,5
"11","sp|A2A2Y4|FRMD3_HUMAN",-2.1500948620688,23.1171112524456,-3.50680093582216,0.00495275005675682,0.0109369939653865,-3.20038080631358,TRUE,21.9443322367717,24.0944270988405,5,6
"12","sp|A2A3K4|PTPC1_HUMAN",NA,21.5766624584758,NA,NA,NA,NA,NA,NA,21.5766624584758,0,5
"13","sp|A2CJ06|DYTN_HUMAN",NA,24.4999768922572,NA,NA,NA,NA,NA,24.4999768922572,NA,5,0
"14","sp|A2RU67|F234B_HUMAN",-0.920964613641128,25.0855280631343,-2.01861729047432,0.0713227085151942,0.107204583514667,-5.76620012438837,FALSE,24.6250457563137,25.5460103699548,5,5
"15","sp|A3KN83|SBNO1_HUMAN",-0.056853155205273,24.3371701098475,-0.229923740329472,0.82204373433699,0.854172466549245,-7.70274232685049,FALSE,24.3087435322449,24.3655966874501,6,6
"16","sp|A4D1P6|WDR91_HUMAN",-0.582740887835019,21.5933228985311,-1.05245062723869,0.371364823127968,0.439413940578747,-6.35885398547806,FALSE,21.3990759359195,21.9818168237545,2,1
"17","sp|A4QPH2|PI4P2_HUMAN;sp|P42356|PI4KA_HUMAN",0.8869475578693,21.0155933768969,2.13288294853016,0.170670017564628,0.228567520571597,-5.10353509153165,FALSE,21.4590671558315,20.5721195979622,1,1
"18","sp|A6H8Y1|BDP1_HUMAN",0.395290860669004,26.0653324258735,0.981715517675589,0.345718824474636,0.414108116750153,-7.23001900511808,FALSE,26.262977856208,25.867686995539,6,6
"19","sp|A6ND36|FA83G_HUMAN",-0.642140039713074,23.5601004070351,-1.28193874561595,0.228964155664713,0.292919181100383,-6.78513703687986,FALSE,23.1748163832073,23.8169564229204,4,6
"20","sp|A6NDB9|PALM3_HUMAN",-0.674080789024746,22.8678273250071,-2.96914295571148,0.0180528900516835,0.0322827035448654,-4.17365919051742,TRUE,22.4465268318666,23.1206076208914,3,5
"21","sp|A6NFI3|ZN316_HUMAN",1.12422484175676,24.197649471779,2.35096950957517,0.0385442444795451,0.0625869358632654,-5.24868009864672,FALSE,24.7086607634866,23.5844359217299,6,5
"22","sp|A6NHT5|HMX3_HUMAN",1.19802986405199,23.7115396191771,2.06250941036398,0.0733508245240602,0.109623340110028,-5.47696002259614,FALSE,24.0110470851901,22.8130172211381,6,2
"23","sp|A6NI28|RHG42_HUMAN",NA,21.893262141434,NA,NA,NA,NA,NA,NA,21.893262141434,0,3
"24","sp|A6NMS7|L37A1_HUMAN;sp|A6NM11|L37A2_HUMAN",-0.37318731575686,22.1703412743717,-1.49406994137788,0.179182454386942,0.237730816669395,-6.25923518759184,FALSE,21.9037789059739,22.2769662217308,2,5
"25","sp|A7E2V4|ZSWM8_HUMAN",NA,22.4132047907098,NA,NA,NA,NA,NA,NA,22.4132047907098,0,6
"26","sp|A7KAX9|RHG32_HUMAN",2.0878348769046,22.8320892141582,3.16661332360586,0.0101217643668866,0.0197728841219948,-3.83745872114124,TRUE,23.8760066526105,21.7881717757059,5,5
"27","sp|A8CG34|P121C_HUMAN",-1.44255595754032,23.6336659896588,-6.71162156167037,0.000156406259312118,0.000574429196583244,1.00306477743457,TRUE,22.5517490215036,23.9943049790439,2,6
"28","sp|B2RTY4|MYO9A_HUMAN",-0.424059073729645,22.8722951553251,-1.93866881612894,0.0814433616569684,0.120104154359839,-5.87052857097971,FALSE,22.6178597110873,23.0419187848169,4,6
"29","sp|C9JLW8|MCRI1_HUMAN",-0.570291696580337,24.886002597579,-6.64579882167818,2.43672413595743e-05,0.000118936288102063,2.23417234412498,TRUE,24.6008567492889,25.1711484458692,6,6
"30","sp|H0YL09|U2Q2L_HUMAN",NA,21.6167786999983,NA,NA,NA,NA,NA,21.6167786999983,NA,1,0
"31","sp|O00116|ADAS_HUMAN",-0.576691974521643,22.5424701042885,-1.77619730241477,0.103490157937666,0.147477808819882,-6.17458507503537,FALSE,22.2803373885969,22.8570293631185,6,5
"32","sp|O00139|KIF2A_HUMAN",NA,25.3047277604428,NA,NA,NA,NA,NA,NA,25.3047277604428,0,1
"33","sp|O00148|DX39A_HUMAN",-0.280044085088545,25.8249460499574,-0.929995326571735,0.370799028911661,0.439121381051425,-7.27968469954768,FALSE,25.6849240074131,25.9649680925016,6,6
"34","sp|O00151|PDLI1_HUMAN",-0.447072436690572,24.481040803387,-3.07663297374578,0.00965088119999886,0.0190167624340452,-3.96415245731664,TRUE,24.2575045850417,24.7045770217323,6,6
"35","sp|O00159|MYO1C_HUMAN",-1.19539422368797,22.5860866320713,-5.86384797319302,7.83427612280802e-05,0.000320048519158652,1.00479937420891,TRUE,21.9883895202273,23.1837837439153,6,6
"36","sp|O00161|SNP23_HUMAN",-1.05841409615569,24.7934823528332,-1.89252353107238,0.0851725131330457,0.124901925041149,-5.99699636191946,FALSE,24.3123850363988,25.3707991325544,6,5
"37","sp|O00178|GTPB1_HUMAN",0.221382018482129,23.0726535866748,0.340535256031616,0.740542821895944,0.784823177487355,-7.55663896278202,FALSE,23.1612063940676,22.9398243755855,6,4
"38","sp|O00192|ARVC_HUMAN",NA,21.2769310085817,NA,NA,NA,NA,NA,21.2769310085817,NA,1,0
"39","sp|O00193|SMAP_HUMAN",0.20014198104923,30.4563227428946,0.302336118054711,0.767598952048968,0.807711575084304,-7.68202172306459,FALSE,30.5563937334193,30.35625175237,6,6
"40","sp|O00203|AP3B1_HUMAN",0.258241176690756,28.5533922908124,3.34610704605761,0.00586135965535297,0.0125447842183435,-3.46290487645734,TRUE,28.6825128791577,28.424271702467,6,6
"41","sp|O00213|APBB1_HUMAN",NA,22.7706003547064,NA,NA,NA,NA,NA,NA,22.7706003547064,0,3
"42","sp|O00231|PSD11_HUMAN",-0.141865051106177,28.115570301078,-0.302282735189481,0.771298022306192,0.809851024346798,-7.30961517374813,FALSE,28.0142381217165,28.1561031728226,2,5
"43","sp|O00232|PSD12_HUMAN",-2.22535921045479,23.0906613338699,-3.01499205674744,0.0118305342523044,0.0225668767155784,-4.08341089224601,TRUE,21.8768290372582,24.102188247713,5,6
"44","sp|O00257|CBX4_HUMAN",-1.64099496695686,23.4543186125329,-8.76552207187771,2.82305673129185e-06,1.84039502999735e-05,4.65991130238301,TRUE,22.5592304487382,24.2002254156951,5,6
"45","sp|O00264|PGRC1_HUMAN",-0.163536321430288,32.4251491168756,-0.98887132124523,0.342347021240967,0.410647484414174,-7.22296692092682,FALSE,32.3433809561605,32.5069172775908,6,6
"46","sp|O00267|SPT5H_HUMAN",-1.70320535440089,23.5212279336582,-4.27735371035378,0.00132137865925211,0.00351850671160792,-1.83650470878637,TRUE,22.5922068312578,24.2954121856586,5,6
"47","sp|O00273|DFFA_HUMAN",-0.854554929737728,26.5252996603173,-6.35912007505904,0.00022589930073018,0.000778072186624295,0.511728211936473,TRUE,25.9912028292312,26.8457577589689,3,5
"48","sp|O00299|CLIC1_HUMAN",0.00379873273622089,26.1494211565823,0.0231771942594692,0.981891854192825,0.987987860347576,-7.73098120971712,FALSE,26.1513205229504,26.1475217902142,6,6
"49","sp|O00303|EIF3F_HUMAN",NA,23.447916182464,NA,NA,NA,NA,NA,23.447916182464,NA,1,0
"50","sp|O00311|CDC7_HUMAN",NA,20.1733573726507,NA,NA,NA,NA,NA,NA,20.1733573726507,0,2
"51","sp|O00400|ACATN_HUMAN",-0.562950878102602,21.4633175308802,-2.63116607902799,0.0234580682130022,0.0404806319111798,-4.76450522704713,TRUE,21.2074307681063,21.7703816462089,6,5
"52","sp|O00401|WASL_HUMAN",0.119819961718008,25.7106393900276,0.495565933804232,0.629197767138514,0.688475884749957,-7.59979410037919,FALSE,25.7705493708866,25.6507294091686,6,6
"53","sp|O00410|IPO5_HUMAN",-1.35408402239072,26.5466663333345,-1.43606318715392,0.178963351970408,0.237616967130432,-6.65503523960285,FALSE,25.8080750483942,27.1621590707849,5,6
"54","sp|O00418|EF2K_HUMAN",0.261541109948484,25.8508906530146,0.519826324114298,0.612688366215751,0.673225221256764,-7.58675288377303,FALSE,25.9816612079888,25.7201200980403,6,6
"55","sp|O00422|SAP18_HUMAN",0.132946069845455,21.0777877200107,0.276518216552861,0.793351517177985,0.828914710763489,-7.02768452992262,FALSE,21.1841445758871,21.0511985060416,1,4
"56","sp|O00425|IF2B3_HUMAN",NA,20.7481717309444,NA,NA,NA,NA,NA,20.7481717309444,NA,5,0
"57","sp|O00429|DNM1L_HUMAN",-2.28526834333304,26.7600221288393,-4.44450968260689,0.000810657544194285,0.00232015779890089,-1.43569874414196,TRUE,25.6173879571728,27.9026563005058,6,6
"58","sp|O00443|P3C2A_HUMAN",-0.774481972078483,24.0480207087406,-5.76409053879205,9.14828496353491e-05,0.000365823898130544,0.841932590952936,TRUE,23.6607797227013,24.4352616947798,6,6
"59","sp|O00472|ELL2_HUMAN",0.00344089825805271,24.9397968140087,0.0134291595523442,0.989507234998599,0.992716132281908,-7.73117420533173,FALSE,24.9415172631377,24.9380763648797,6,6
"60","sp|O00479|HMGN4_HUMAN",NA,21.4420021234538,NA,NA,NA,NA,NA,NA,21.4420021234538,0,2
"61","sp|O00499|BIN1_HUMAN",-0.382973578724101,27.9138303573049,-2.17400835018515,0.0505459062751854,0.0794126126751875,-5.57842590983812,FALSE,27.7223435679429,28.1053171466669,6,6
