"","sumIntensity_1","sumIntensity_2","sumIntensity_3","sumIntensity_4","sumIntensity_5","sumIntensity_6","sumIntensity_7","sumIntensity_8","sumIntensity_9","sumIntensity_10","sumIntensity_11","sumIntensity_12","sumIntensity_13","sumIntensity_14","sumIntensity_15","sumIntensity_16","sumIntensity_17","sumIntensity_18"
"sp|A0FGR8|ESYT2_HUMAN",24864324.4216159,85762590.6025947,94848060.8532862,54769462.0916866,70686473.6944986,75163060.442535,86956200.0250767,90472635.3177781,62590303.5426259,37198070.4908081,45100960.8301261,57066553.0627612,8965274.45987209,3183046.27034733,20458657.1796483,18148283.3301878,37896744.1052972,36718884.5102032
"sp|A0JNW5|UH1BL_HUMAN",32878409.2227786,25485092.9665362,26838092.0554547,25971972.9919503,25514227.7765128,24695487.9147293,23852824.4052501,26487877.7885133,24137990.3521078,24383603.8044328,25133227.3110039,25030770.7917835,20831117.6427242,21486168.9756271,19261775.6529728,19752494.7878166,21058248.3623973,19220885.3497823
"sp|A0MZ66|SHOT1_HUMAN",67378615.9887697,80018333.1943486,77260613.3042036,72373556.0234753,70659571.3568996,71190955.3715641,66383929.9395592,64522541.6608579,68352718.4357727,66556761.6319056,67675514.5873375,63460859.1360731,54173352.7748788,53652120.7137826,52893719.6534785,57194483.8964608,50692204.0421919,54170734.7229849
"sp|A1L390|PKHG3_HUMAN",48669409.8564369,54794772.9453303,55080540.3663009,50314097.6407198,51142811.9776605,48062224.9880856,40008506.141831,38154889.1817006,39276421.7964387,37381700.7372652,38195092.6222174,37312549.688618,23894273.4600634,30520387.7767462,29882519.6867617,30021882.0832545,26671923.7425257,22956995.7517012
"sp|A1X283|SPD2B_HUMAN",7707548.03613868,5763208.1836114,7016631.44101782,6778234.38120998,5845562.30386927,6186493.07159627,6056367.68643394,5784668.62950742,6410353.45588404,6441541.29884487,5763739.01097872,5678879.42765539,NA,NA,NA,NA,NA,NA
"sp|A2A2Y4|FRMD3_HUMAN",31932379.1350352,37759889.4205449,44800038.7709011,39035804.9854569,37611616.5068871,36838927.8770902,30873423.3706572,29906769.2423709,31814559.1298289,31582585.4624574,31998260.8881885,35220075.990965,25326210.8955464,27209935.0569812,28136965.1586602,27964649.123733,32834550.5967636,29114078.8057355
"sp|A6ND36|FA83G_HUMAN",25392976.2170483,22385077.9673312,18687403.6483303,19821849.8975266,18268090.9372498,18185368.3517472,15962148.5169118,16116829.79118,18058517.0316318,18318777.887012,19038233.2427235,16787167.7074583,13902609.9198363,6972665.14267579,8915542.70008137,12714640.3685794,14415625.5840057,14678614.0407981
"sp|A6NI28|RHG42_HUMAN",9585447.43364713,12839418.3725971,17181365.5815277,15717644.2906473,14716272.1018314,15117176.4205912,15098923.015823,13268835.3161765,13961845.9964445,11689979.1245715,13347408.3486918,13856806.2473415,6976487.59006542,7078198.08590412,7152129.46103679,12218894.8836142,8035303.52595325,8624024.93341404
"sp|A7E2V4|ZSWM8_HUMAN",12462958.7687615,75135992.9761683,98528254.8272669,115443428.38512,109029600.744899,117588590.830113,104179080.477568,91796552.7265873,100701149.127405,88501120.4524181,90416381.5431861,100859377.781058,-81955836.0516218,-77402158.8033122,NA,NA,NA,NA
"sp|A7KAX9|RHG32_HUMAN",118164825.962922,110307478.660434,101538866.071689,95079572.3326808,88692394.5717734,88186764.4757948,91057590.2500205,91126029.9405051,87086145.8859716,88010957.234948,86042013.7282793,98519081.298357,66639866.7469847,64215731.8626743,62418150.2462252,69496451.7739166,66882385.5640737,68966417.1356075
