"","protein","logFC","AveExpr","t","P.Value","adj.P.Val","B","significant","mean_UPS1","mean_UPS2","ngood_UPS1","ngood_UPS2"
"1","O00762ups|UBE2C_HUMAN_UPS",-3.80346425464295,28.9127482437776,-5.85169050486933,0.000167681351031104,0.0133097072380939,1.22791078173484,TRUE,30.8144803710991,27.0110161164561,4,4
"2","O76070ups|SYUG_HUMAN_UPS",-5.14379647498456,29.7742908456655,-8.66141353439197,6.23651851342746e-06,0.00133023289504343,4.39850553068108,TRUE,32.3461890831577,27.2023926081732,4,4
"3","P00167ups|CYB5_HUMAN_UPS",-1.00434873381688,31.9187666361277,-2.1224805299014,0.0600443053521638,0.999751988822432,-4.56782811120452,FALSE,32.4209410030361,31.4165922692193,4,4
"4","P00441ups|SODC_HUMAN_UPS",-4.49310268424141,29.5245324860962,-8.65389820283429,6.28456485847288e-06,0.00133023289504343,4.3913646822699,TRUE,31.7710838282169,27.2779811439755,4,4
"5","P00709ups|LALBA_HUMAN_UPS",-2.69138326013479,30.1101236624156,-4.94491155666579,0.000600435600870939,0.0394424075744531,-0.0393798168877906,TRUE,31.455815292483,28.7644320323482,4,4
"6","P00915ups|CAH1_HUMAN_UPS",2.69583104985245,33.4420456216957,4.21094122513913,0.00183719063793285,0.0972180045906131,-1.15655576700779,FALSE,32.0941300967695,34.7899611466219,4,4
"7","P00918ups|CAH2_HUMAN_UPS",2.72973326985349,32.4127050119026,4.43465651677334,0.00129603640114907,0.0733690189381019,-0.807847901155218,FALSE,31.0478383769759,33.7775716468294,4,4
"8","P01008ups|ANT3_HUMAN_UPS",-3.653261677,30.7076003113594,-10.2899747917551,1.32521767348718e-06,0.000504907933598616,5.80682210985509,TRUE,32.5342311498594,28.8809694728594,4,4
"9","P01031ups|CO5_HUMAN_UPS",2.14294355767411,30.3264230734862,3.33122122289221,0.0077053310317023,0.320405299475213,-2.58387071032169,FALSE,29.2549512946492,31.3978948523233,4,4
"10","P01112ups|RASH_HUMAN_UPS",-3.21921796283337,28.9287969437415,-4.28268035961505,0.00164147461787473,0.0893431184871819,-1.04399491575477,FALSE,30.5384059251582,27.3191879623249,4,4
"11","P01127ups|PDGFB_HUMAN_UPS",-5.24711596034344,28.6272157678229,-10.7819581283469,8.64085614615504e-07,0.000504907933598616,6.18287062051542,TRUE,31.2507737479946,26.0036577876512,4,4
"12","P01344ups|IGF2_HUMAN_UPS",-5.0962201775127,28.2426430881786,-7.6943724099165,1.75182152080622e-05,0.00238372856938275,3.42517269822177,TRUE,30.790753176935,25.6945329994223,4,4
"13","P01375ups|TNFA_HUMAN_UPS",-5.04187454720465,29.6882329154118,-12.3252283675302,2.50034334895566e-07,0.000476315407976053,7.23676445530893,TRUE,32.2091701890141,27.1672956418095,4,4
"14","P01579ups|IFNG_HUMAN_UPS",-1.41723548070189,29.1703577082537,-1.586192660806,0.1440843036819,0.999751988822432,-5.35640795758253,FALSE,29.8789754486047,28.4617399679028,4,4
"15","P02144ups|MYG_HUMAN_UPS",-1.27414731928544,30.7509428990136,-1.24849041767802,0.240566631151078,0.999751988822432,-5.78345177270125,FALSE,31.3880165586564,30.1138692393709,4,4
"16","P02741ups|CRP_HUMAN_UPS",-4.33289311990398,28.459588368036,-9.37638048869201,3.07548887369373e-06,0.000836972329198081,5.0497526773317,TRUE,30.6260349279879,26.293141808084,4,4
"17","P02753ups|RETBP_HUMAN_UPS",-4.16969009812147,29.4995083890475,-8.17572828738726,1.03548381165428e-05,0.00169756088334204,3.92368182036083,TRUE,31.5843534381082,27.4146633399867,4,4
"18","P02768ups|ALBU_HUMAN_UPS",2.31236543124104,33.843177750528,5.6004483170073,0.000236014017689487,0.0179842681479389,0.889566884494109,TRUE,32.6869950349075,34.9993604661485,4,4
"19","P02787ups|TRFE_HUMAN_UPS",-3.02361734587765,30.4593213715743,-6.55737461071189,6.71803773192525e-05,0.00587562197893593,2.12686152422558,TRUE,31.9711300445131,28.9475126986355,4,4
"20","P02788ups|TRFL_HUMAN_UPS",-3.52261179469515,30.6667816990667,-7.33990178325018,2.62130509250196e-05,0.00312099137576014,3.03924627447072,TRUE,32.4280875964143,28.9054758017191,4,4
"21","P04040ups|CATA_HUMAN_UPS",-0.960923244596138,31.9497283199018,-1.97958612411136,0.0762121446036709,0.999751988822432,-4.78799790989723,FALSE,32.4301899421998,31.4692666976037,4,4
"22","P05413ups|FABPH_HUMAN_UPS",-4.55065955339192,28.7665068316765,-6.54938714535575,6.78549519877116e-05,0.00587562197893593,2.11710092489368,TRUE,31.0418366083725,26.4911770549805,4,4
"23","P06396ups|GELS_HUMAN_UPS",-3.74571729236854,30.5786041475434,-10.3545611085139,1.25164315732842e-06,0.000504907933598616,5.85739545323631,TRUE,32.4514627937277,28.7057455013592,4,4
"24","P06732ups|KCRM_HUMAN_UPS",-1.26226978864044,31.0995731615506,-1.89985799310249,0.086937296273523,0.999751988822432,-4.90807423548342,FALSE,31.7307080558708,30.4684382672304,4,4
"25","P08263ups|GSTA1_HUMAN_UPS",-2.28842355568974,30.5794527494055,-2.54367207931243,0.0293879883102457,0.777557190708584,-3.89165561155023,FALSE,31.7236645272503,29.4352409715606,4,4
