ProteinName,SampleID,Condition,Ibaq,IbaqNorm,IbaqLog,IbaqPpb
TAGL_HUMAN,PXD016999-Sample-172,Prostate,81.34490711415621,0.0029961529619403687,7.476563981534399,299615.2961940369
H4_HUMAN,PXD016999-Sample-172,Prostate,71.11662429022654,0.0026194176386647025,7.4182047476452855,261941.76386647025
H4_HUMAN,PXD016999-Sample-225,Prostate,68.04083742126946,0.002375892198281437,7.375826731446518,237589.2198281437
TAGL_HUMAN,PXD016999-Sample-225,Prostate,67.87194934815183,0.00236999485970492,7.374747404067399,236999.48597049198
CNN1_HUMAN,PXD016999-Sample-172,Prostate,63.74528069261934,0.0023479111149378165,7.370681651765225,234791.11149378165
G3P_HUMAN,PXD016999-Sample-225,Prostate,63.039533007745085,0.002201253546147379,7.342670068610086,220125.35461473788
CSRP1_HUMAN,PXD016999-Sample-225,Prostate,60.64679782937155,0.0021177025338684776,7.325864956256673,211770.25338684776
MYH11_HUMAN,PXD016999-Sample-225,Prostate,58.212527824830474,0.002032701182746192,7.308073539866409,203270.1182746192
CNN1_HUMAN,PXD016999-Sample-225,Prostate,58.1040166869226,0.002028912123473071,7.307263237217077,202891.2123473071
MYH11_HUMAN,PXD016999-Sample-172,Prostate,57.524152933780044,0.0021187701518152213,7.326083846181037,211877.01518152212
H10_HUMAN,PXD016999-Sample-225,Prostate,57.48727959390702,0.0020073765148118463,7.30262883883974,200737.65148118464
CSRP1_HUMAN,PXD016999-Sample-172,Prostate,57.28786399237765,0.0021100669909564474,7.324296243610905,211006.69909564473
DESM_HUMAN,PXD016999-Sample-172,Prostate,56.14118481302113,0.002067831695084722,7.3155151877727125,206783.1695084722
G3P_HUMAN,PXD016999-Sample-172,Prostate,53.77882012522753,0.0019808194135833967,7.296844883787331,198081.94135833968
DESM_HUMAN,PXD016999-Sample-225,Prostate,51.499652496112134,0.0017982968349162197,7.254861379903341,179829.68349162198
ENOA_HUMAN,PXD016999-Sample-225,Prostate,50.41634205662138,0.001760469128511502,7.245628413709152,176046.9128511502
CALD1_HUMAN,PXD016999-Sample-225,Prostate,46.30571720794682,0.0016169317783234112,7.208691696515727,161693.1778323411
LEG1_HUMAN,PXD016999-Sample-172,Prostate,46.16481841359629,0.0017003751351418646,7.2305447455837015,170037.51351418646
VIME_HUMAN,PXD016999-Sample-172,Prostate,45.39866791905799,0.001672155740038474,7.223276723993822,167215.5740038474
VIME_HUMAN,PXD016999-Sample-225,Prostate,45.3607152844773,0.0015839336145378738,7.199736975584253,158393.36145378737
H10_HUMAN,PXD016999-Sample-172,Prostate,44.82841220832866,0.0016511516797060013,7.217786970678642,165115.16797060013
LEG1_HUMAN,PXD016999-Sample-225,Prostate,44.67662997401994,0.0015600462990127636,7.193137487525862,156004.62990127635
CALD1_HUMAN,PXD016999-Sample-172,Prostate,44.41827382273745,0.0016360451735657946,7.213795290997591,163604.51735657945
FLNA_HUMAN,PXD016999-Sample-172,Prostate,42.923986275220365,0.0015810065212356504,7.1989336612863,158100.65212356503
PEBP1_HUMAN,PXD016999-Sample-172,Prostate,42.43047919574233,0.0015628293205924484,7.193911550525652,156282.93205924483
