"","modelName","subject_Id","protein_Id","contrast","diff","std.error","avgAbd","statistic","df","p.value","conf.low","conf.high","sigma","FDR"
"1","WaldTest_moderated","CON__P02769","CON__P02769","10vs1",-2.02502763665154,0.944212274741794,25.8448951533865,-2.27494303233873,16.9681998263338,0.0361737913210356,-5.27835342300705,1.22829814970398,1.5417752020831,0.0586223231428407
"2","WaldTest_moderated","CON__P05787","CON__P05787","10vs1",-0.561063892539275,0.137312457095322,31.8966182215809,-3.88094028699422,16.9681998263338,0.00120397640725876,-1.08943916701019,-0.0326886180683652,0.250400958609708,0.00299267086476409
"3","WaldTest_moderated","CON__P12763","CON__P12763","10vs1",-1.42139982599898,0.228448159124175,28.1886595261349,-6.333456893741,16.9681998263338,7.55435275698818e-06,-2.24164288789556,-0.60115676410239,0.388719266240334,1e-04
"4","WaldTest_moderated","CON__P15636","CON__P15636","10vs1",0.0829506982519495,0.438941544487162,24.1720258019116,0.19929839040688,13.9681998263338,0.844901346621476,-1.1797723996298,1.3456737961337,0.588614901689521,0.870743698769626
"5","WaldTest_moderated","CON__Q29443","CON__Q29443","10vs1",-0.536428351882867,0.0574232537113687,26.0015138471612,-6.34505513431375,16.9681998263338,7.38777757591031e-06,-0.845417658685182,-0.227439045080552,0.146432322558857,1e-04
"6","WaldTest_moderated","CON__Q9QWL7","CON__Q9QWL7","10vs1",-0.716588814659637,0.336137806305388,23.3221472357662,-1.99251713897162,3.96819982633376,0.117678665662155,-1.58407292497836,0.150895295659091,0.311457354832752,0.164736551007725
"7","WaldTest_moderated","CON__Q9TRI1","CON__Q9TRI1","10vs1",-0.52402855834811,0.331989708343013,24.7063510008117,-1.64419032590697,15.9681998263338,0.119677181345656,-1.64000212722197,0.59194501052575,0.526340940165571,0.167148440958297
"8","WaldTest_moderated","REV__sp|Q08972|NEW1_YEAST","REV__sp|Q08972|NEW1_YEAST","10vs1",0.0771165205043302,0.171051720899087,24.3393502808191,0.405933056168972,9.96819982633376,0.693368472748079,-0.477336422457678,0.631569463466339,0.248733688735969,0.743310611969439
"9","WaldTest_moderated","sp|A0FGR8|ESYT2_HUMAN","sp|A0FGR8|ESYT2_HUMAN","10vs1",-1.7046758016579,0.476655262527696,24.3113944777145,-3.77288930742953,15.9681998263338,0.00167047184833308,-3.28672058948219,-0.122631013833607,0.746160092167558,0.00395758271880473
"10","WaldTest_moderated","sp|A0JNW5|UH1BL_HUMAN","sp|A0JNW5|UH1BL_HUMAN","10vs1",-0.929633124296381,0.606802384019193,22.8316085387131,-1.63470909469309,12.9681998263338,0.126138670475858,-2.43468987592915,0.575423627336386,0.696492975388684,0.174864236899675
